indicator,geo,time,values,unit,nace_r2,indic_sb,s_adj,geo_level,region
HighGrowth_enterprises_share,ES,2012,16,NA,B,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,9175,NA,B-N_S95,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,9084,NA,B-N_S95_X_K,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,9140,NA,B-N_X_K642,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,NA,NA,B05,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,NA,NA,B051,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,0,NA,B052,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,NA,NA,B06,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,NA,NA,B061,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,0,NA,B062,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,NA,NA,B07,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,0,NA,B071,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,NA,NA,B072,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,NA,NA,B08,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,NA,NA,B081,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,NA,NA,B089,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,NA,NA,B09,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,NA,NA,B091,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,0,NA,B099,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,2170,NA,C,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,438,NA,C10,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,86,NA,C101,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,35,NA,C102,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,67,NA,C103,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,27,NA,C104,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,23,NA,C105,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,11,NA,C106,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,105,NA,C107,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,65,NA,C108,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,19,NA,C109,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,69,NA,C11,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,69,NA,C110,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,NA,NA,C12,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,NA,NA,C120,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,54,NA,C13,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,NA,NA,C131,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,NA,NA,C132,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,10,NA,C133,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,33,NA,C139,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,64,NA,C14,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,52,NA,C141,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,NA,NA,C142,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,NA,NA,C143,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,122,NA,C15,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,25,NA,C151,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,97,NA,C152,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,68,NA,C16,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,8,NA,C161,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,60,NA,C162,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,NA,NA,C17,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,NA,NA,C171,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,32,NA,C172,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,64,NA,C18,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,NA,NA,C181,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,NA,NA,C182,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,NA,NA,C19,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,NA,NA,C191,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,0,NA,C192,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,89,NA,C20,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,23,NA,C201,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,NA,NA,C202,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,NA,NA,C203,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,28,NA,C204,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,21,NA,C205,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,NA,NA,C206,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,23,NA,C21,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,10,NA,C211,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,13,NA,C212,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,108,NA,C22,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,18,NA,C221,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,90,NA,C222,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,82,NA,C23,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,12,NA,C231,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,NA,NA,C232,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,11,NA,C233,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,6,NA,C234,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,NA,NA,C235,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,27,NA,C236,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,20,NA,C237,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,NA,NA,C239,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,32,NA,C24,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,NA,NA,C241,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,6,NA,C242,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,NA,NA,C243,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,8,NA,C244,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,11,NA,C245,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,333,NA,C25,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,103,NA,C251,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,NA,NA,C252,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,NA,NA,C253,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,NA,NA,C254,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,40,NA,C255,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,110,NA,C256,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,36,NA,C257,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,25,NA,C259,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,44,NA,C26,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,8,NA,C261,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,NA,NA,C262,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,NA,NA,C263,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,NA,NA,C264,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,19,NA,C265,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,NA,NA,C266,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,NA,NA,C267,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,0,NA,C268,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,41,NA,C27,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,17,NA,C271,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,0,NA,C272,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,NA,NA,C273,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,NA,NA,C274,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,8,NA,C275,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,7,NA,C279,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,172,NA,C28,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,23,NA,C281,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,53,NA,C282,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,12,NA,C283,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,17,NA,C284,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,67,NA,C289,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,54,NA,C29,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,NA,NA,C291,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,NA,NA,C292,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,40,NA,C293,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,29,NA,C30,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,NA,NA,C301,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,NA,NA,C302,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,15,NA,C303,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,0,NA,C304,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,7,NA,C309,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,72,NA,C31,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,72,NA,C310,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,42,NA,C32,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,NA,NA,C321,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,0,NA,C322,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,NA,NA,C323,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,7,NA,C324,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,13,NA,C325,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,12,NA,C329,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,130,NA,C33,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,115,NA,C331,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,15,NA,C332,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,23,NA,D,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,23,NA,D35,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,15,NA,D351,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,NA,NA,D352,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,NA,NA,D353,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,68,NA,E,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,NA,NA,E36,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,NA,NA,E360,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,NA,NA,E37,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,NA,NA,E370,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,52,NA,E38,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,22,NA,E381,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,6,NA,E382,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,24,NA,E383,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,6,NA,E39,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,6,NA,E390,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,1067,NA,F,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,403,NA,F41,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,38,NA,F411,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,365,NA,F412,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,62,NA,F42,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,29,NA,F421,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,18,NA,F422,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,15,NA,F429,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,602,NA,F43,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,38,NA,F431,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,351,NA,F432,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,129,NA,F433,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,84,NA,F439,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,1867,NA,G,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,160,NA,G45,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,62,NA,G451,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,NA,NA,G452,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,48,NA,G453,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,NA,NA,G454,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,1036,NA,G46,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,28,NA,G461,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,35,NA,G462,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,357,NA,G463,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,233,NA,G464,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,65,NA,G465,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,124,NA,G466,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,186,NA,G467,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,8,NA,G469,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,671,NA,G47,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,67,NA,G471,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,133,NA,G472,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,45,NA,G473,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,82,NA,G474,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,74,NA,G475,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,41,NA,G476,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,205,NA,G477,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,8,NA,G478,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,16,NA,G479,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,750,NA,H,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,479,NA,H49,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,0,NA,H491,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,0,NA,H492,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,95,NA,H493,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,384,NA,H494,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,0,NA,H495,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,9,NA,H50,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,NA,NA,H501,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,NA,NA,H502,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,NA,NA,H503,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,0,NA,H504,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,8,NA,H51,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,8,NA,H511,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,0,NA,H512,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,227,NA,H52,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,40,NA,H521,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,187,NA,H522,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,27,NA,H53,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,0,NA,H531,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,27,NA,H532,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,800,NA,I,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,203,NA,I55,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,161,NA,I551,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,27,NA,I552,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,NA,NA,I553,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,NA,NA,I559,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,597,NA,I56,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,377,NA,I561,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,79,NA,I562,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,141,NA,I563,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,456,NA,J,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,41,NA,J58,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,25,NA,J581,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,16,NA,J582,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,43,NA,J59,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,43,NA,J591,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,0,NA,J592,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,17,NA,J60,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,NA,NA,J601,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,NA,NA,J602,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,39,NA,J61,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,NA,NA,J611,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,NA,NA,J612,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,NA,NA,J613,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,24,NA,J619,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,276,NA,J62,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,276,NA,J620,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,40,NA,J63,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,NA,NA,J631,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,NA,NA,J639,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,91,NA,K,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,17,NA,K64,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,8,NA,K641,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,0,NA,K642,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,NA,NA,K643,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,NA,NA,K649,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,13,NA,K65,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,13,NA,K651,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,0,NA,K652,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,0,NA,K653,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,61,NA,K66,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,21,NA,K661,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,30,NA,K662,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,10,NA,K663,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,72,NA,L,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,72,NA,L68,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,NA,NA,L681,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,35,NA,L682,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,NA,NA,L683,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,759,NA,M,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,200,NA,M69,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,83,NA,M691,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,117,NA,M692,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,72,NA,M70,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,11,NA,M701,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,61,NA,M702,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,256,NA,M71,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,201,NA,M711,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,55,NA,M712,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,27,NA,M72,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,NA,NA,M721,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,NA,NA,M722,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,147,NA,M73,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,119,NA,M731,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,28,NA,M732,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,51,NA,M74,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,NA,NA,M741,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,NA,NA,M742,V11960,NA,NA,Barcelona (ES511)
HighGrowth_enterprises_share,ES,2012,8,NA,M743,V11960,NA,NA,Barcelona (ES511)
